last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Bolaños, Ronald,671790,KC,SIFT,Sinker,2,2,111,33.4,37,0.321,0.357,0.399,13,2.7,7.1,0.334,0.405,0.417,44.4
Wainwright, Adam,425794,STL,CH,Changeup,-0.3,-1,190,6.1,37,0.222,0.389,0.272,18.1,2.7,5.6,0.274,0.421,0.311,25.7
Martin, Davis,663436,CWS,CH,Changeup,2.6,3,113,10.8,37,0.286,0.4,0.32,16.7,10.8,13.8,0.365,0.541,0.41,38.7
Estévez, Carlos,608032,COL,CH,Changeup,-0.9,-1,148,14.5,37,0.206,0.324,0.266,27.1,21.6,18.2,0.245,0.429,0.321,38.5
Scherzer, Max,453286,NYM,CUKC,Curveball,-0.8,-2,200,9.2,37,0.229,0.286,0.251,21.9,24.3,22.5,0.246,0.358,0.284,34.6
Sánchez, Miguel,667376,MIL,CH,Changeup,1.6,2,110,52.1,37,0.265,0.529,0.345,21.3,18.9,22.6,0.268,0.473,0.333,35.7
Young, Alex,622065,SF,CUKC,Curveball,-1.2,-2,162,36.4,37,0.286,0.371,0.309,43.4,27,19.2,0.23,0.333,0.266,32
Castro, Miguel,612434,NYY,SIFT,Sinker,1.1,2,188,36,37,0.357,0.643,0.515,16.4,2.7,7.1,0.411,0.741,0.544,48.1
Banda, Anthony,607455,NYY,FF,4-Seamer,2.8,5,176,31.9,37,0.452,0.71,0.514,23.3,27,15.9,0.327,0.455,0.385,31.8
Lange, Alex,656638,DET,CH,Changeup,-1.4,-3,204,19.5,37,0.118,0.147,0.143,56,35.1,22,0.139,0.189,0.19,33.3
Sánchez, Aníbal,434671,WSH,FF,4-Seamer,0,0,205,16.6,37,0.212,0.424,0.339,13.5,5.4,3.3,0.295,0.621,0.421,54.8
Peters, Dillon,596071,PIT,FF,4-Seamer,0.5,1,148,23.3,37,0.229,0.343,0.272,17.3,16.2,12.5,0.258,0.394,0.303,34.5
Stashak, Cody,664054,MIN,SL,Slider,-2.1,-2,112,49.3,36,0.167,0.222,0.169,36.2,30.6,28.2,0.183,0.291,0.205,28
Naughton, Packy,676050,STL,SIFT,Sinker,-3.3,-4,107,19,36,0.242,0.273,0.263,12.7,8.3,13,0.237,0.32,0.269,32.3
Zimmermann, Bruce,669145,BAL,SIFT,Sinker,3.4,4,114,10.1,36,0.361,0.833,0.521,6.6,5.6,25,0.373,0.71,0.459,47.1
Hill, Garrett,682051,DET,CH,Changeup,0.7,1,118,11.6,36,0.182,0.364,0.319,20.4,16.7,15.4,0.276,0.541,0.375,48.1
De Jesus, Angel,669804,DET,SIFT,Sinker,-0.8,-1,106,55.2,36,0.161,0.387,0.318,12.3,8.3,10,0.26,0.463,0.365,60.7
Milone, Tommy,543548,SEA,CH,Changeup,1.4,1,92,38.7,36,0.258,0.548,0.368,23.1,11.1,10.5,0.282,0.502,0.367,21.4
Misiewicz, Anthony,664948,KC,CUKC,Curveball,2.9,5,156,33.5,36,0.294,0.5,0.358,20.3,16.7,9.1,0.264,0.451,0.326,42.9
Dunn, Justin,643290,CIN,SL,Slider,0,0,130,24.1,36,0.212,0.333,0.274,32.3,19.4,12.3,0.291,0.398,0.332,34.6
Álvarez, José,501625,SF,SIFT,Sinker,1.7,2,139,50.9,36,0.296,0.444,0.433,6.9,8.3,10.3,0.313,0.568,0.449,40
White, Mitch,669952,TOR,SIFT,Sinker,2.6,3,119,6.9,36,0.303,0.394,0.389,3.6,5.6,9.1,0.361,0.483,0.396,38.7
Garcia, Yimi,554340,TOR,SL,Slider,0.6,1,182,17.5,36,0.241,0.379,0.332,26.5,19.4,17.5,0.253,0.455,0.363,39.1
Matzek, Tyler,554431,ATL,SL,Slider,1.1,2,165,23.1,36,0.172,0.207,0.276,42.4,36.1,17.6,0.186,0.24,0.272,29.4
Llovera, Mauricio,661440,SF,SL,Slider,-1.3,-2,170,55.6,36,0.182,0.303,0.274,33.3,30.6,17.2,0.168,0.301,0.244,13.6
Phelps, David,475479,TOR,SIFT,Sinker,-2.1,-3,141,12.3,36,0.161,0.161,0.222,11.5,25,20,0.183,0.22,0.25,22.7
Assad, Javier,665871,CHC,FF,4-Seamer,0.3,0,147,21.3,36,0.281,0.531,0.382,24.6,16.7,12.5,0.28,0.548,0.392,38.5
Peralta, Wily,503449,DET,SL,Slider,-1.9,-4,207,29.8,36,0.118,0.206,0.194,23.9,27.8,18.5,0.157,0.299,0.224,29.2
Pineda, Michael,501381,DET,CH,Changeup,2.6,4,141,19.3,36,0.265,0.529,0.356,24.3,13.9,11.4,0.313,0.498,0.371,27.6
Kowar, Jackson,663804,KC,FF,4-Seamer,6.2,9,145,46.6,36,0.429,0.893,0.61,16.9,11.1,12.9,0.378,0.665,0.5,66.7
Strahm, Matt,621381,BOS,SL,Slider,-0.7,-1,160,20.9,36,0.233,0.3,0.317,27.5,22.2,19,0.198,0.281,0.272,34.8
Norwood, James,656803,PHI,FF,4-Seamer,2.4,4,180,48.6,36,0.355,0.581,0.443,18.5,16.7,8.8,0.293,0.54,0.403,52
Hernández, Jonathan,642546,TEX,SL,Slider,-3.3,-6,185,36.2,36,0.061,0.091,0.118,43.8,33.3,21.8,0.12,0.161,0.169,33.3
Peters, Dillon,596071,PIT,CH,Changeup,2.9,4,153,24.1,36,0.258,0.516,0.378,39.4,27.8,18.2,0.234,0.43,0.339,42.9
Loáisiga, Jonathan,642528,NYY,CH,Changeup,-2.1,-2,114,15,36,0.086,0.114,0.129,40.3,41.7,26.3,0.152,0.203,0.17,30
Minor, Mike,501985,CIN,CUKC,Curveball,0.7,1,182,10.4,36,0.265,0.441,0.306,21.2,30.6,18,0.218,0.39,0.27,50
Chargois, JT,608638,TB,SL,Slider,-0.3,0,128,38.3,36,0.176,0.382,0.283,33.8,33.3,19,0.132,0.257,0.194,27.3
Pérez, Martín,527048,TEX,FF,4-Seamer,-0.4,-1,238,8,36,0.194,0.323,0.313,10.8,8.3,12,0.239,0.423,0.341,39.3
Hentges, Sam,656529,CLE,SL,Slider,-1.6,-2,150,15.9,36,0.118,0.147,0.133,35.8,38.9,22.2,0.129,0.173,0.148,14.3
Ashby, Aaron,676879,MIL,CUKC,Curveball,-1,-2,239,12.7,35,0.219,0.344,0.28,33.8,25.7,21.4,0.201,0.276,0.251,34.8
Jansen, Kenley,445276,ATL,SL,Slider,0.7,1,132,13.1,35,0.206,0.382,0.289,25,25.7,17.3,0.175,0.327,0.229,24
Walker, Taijuan,592836,NYM,CUKC,Curveball,-0.6,-1,217,8.7,35,0.242,0.303,0.266,26.9,17.1,18.2,0.259,0.358,0.295,29.6
Abbott, Cory,676265,WSH,CUKC,Curveball,1.9,4,188,22.2,35,0.333,0.485,0.359,38.4,34.3,16.7,0.181,0.293,0.233,47.6
Smeltzer, Devin,656970,MIN,CUKC,Curveball,-1,-2,204,18.1,35,0.406,0.594,0.434,21.3,5.7,6.5,0.335,0.456,0.357,38.7
Ragans, Cole,666142,TEX,FC,Cutter,-1,-1,116,16.4,35,0.235,0.412,0.322,18.8,14.3,15.2,0.298,0.463,0.34,34.5
Ruiz, Norge,650204,OAK,FF,4-Seamer,0.5,1,161,44,35,0.313,0.5,0.36,13,17.1,13.3,0.361,0.582,0.421,44.4
Castro, Kervin,665645,CHC,FF,4-Seamer,1.6,3,163,68.2,35,0.31,0.655,0.454,20.3,2.9,2.3,0.304,0.521,0.413,42.9
Kittredge, Andrew,552640,TB,SL,Slider,-2.2,-2,95,40.8,35,0.2,0.371,0.241,45.2,34.3,32.4,0.187,0.327,0.22,39.1
Kahnle, Tommy,592454,LAD,CH,Changeup,-4.4,-6,133,76.4,35,0.094,0.094,0.117,36,34.3,26.7,0.147,0.197,0.181,28.6
Singer, Brady,663903,KC,CH,Changeup,-0.7,-1,182,7.7,35,0.235,0.353,0.266,9.1,8.6,8.1,0.387,0.642,0.449,48.4
García, Rony,665621,DET,SIFT,Sinker,-0.5,-1,112,12.7,35,0.242,0.424,0.307,10,8.6,12,0.315,0.483,0.365,43.3
Gibaut, Ian,664139,CIN,FC,Cutter,6.7,11,158,22.8,35,0.536,0.857,0.617,12.9,5.7,8.7,0.339,0.543,0.444,42.3
García, Luis,472610,SD,FS,Splitter,0.2,0,125,12.9,35,0.182,0.212,0.204,40.4,45.7,23.5,0.138,0.16,0.163,35.3
Sandlin, Nick,680704,CLE,FF,4-Seamer,-1.9,-3,152,20.5,35,0.161,0.194,0.219,25,31.4,13.6,0.259,0.357,0.317,50
López, Jorge,605347,MIN,SL,Slider,-0.9,-1,124,10.7,35,0.188,0.406,0.287,37.7,40,26.4,0.234,0.412,0.315,33.3
